pathway,pathway_label,database,NES_Training_HR,NES_Training_LR,padj_Training_HR,padj_Training_LR,significance,set_size
GOBP_LIPID_CATABOLIC_PROCESS,Lipid Catabolic Process,GO:BP,1.205,1.154,0.5759,0.7768,NS,59
GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION,Regulation Of Protein Depolymerization,GO:BP,-1.085,-1.274,0.7213,0.6847,NS,22
GOBP_REGULATED_EXOCYTOSIS,Regulated Exocytosis,GO:BP,-1.552,-0.804,0.3574,0.9766,NS,22
GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS,Cellular Response To Vascular Endothelial ...,GO:BP,-1.15,1.206,0.6788,0.7768,NS,10
GOBP_CELL_RECOGNITION,Cell Recognition,GO:BP,0.85,1.506,0.8974,0.4637,NS,20
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,Positive Regulation Of Cytoskeleton Organi...,GO:BP,-1.543,0.811,0.3307,0.9789,NS,36
GOBP_REGULATION_OF_EXTENT_OF_CELL_GROWTH,Regulation Of Extent Of Cell Growth,GO:BP,-1.548,0.806,0.3852,0.9665,NS,13
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Regulation Of Mitotic Cell Cycle Phase Tra...,GO:BP,-1.291,-1.063,0.5321,0.8431,NS,27
GOBP_MITOTIC_SPINDLE_ASSEMBLY,Mitotic Spindle Assembly,GO:BP,-1.179,1.173,0.6413,0.7926,NS,14
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING,Regulation Of Cardiac Muscle Contraction B...,GO:BP,-1.249,-1.1,0.5829,0.843,NS,18
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING,Cell Cycle Checkpoint Signaling,GO:BP,0.998,-1.349,0.7881,0.651,NS,11
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Mitotic Cell Cycle Phase Transition,GO:BP,-1.442,-0.903,0.3852,0.95,NS,46
GOBP_AMIDE_TRANSPORT,Amide Transport,GO:BP,-1.219,-1.125,0.5819,0.8048,NS,37
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,Modified Amino Acid Metabolic Process,GO:BP,1.333,-1.011,0.4653,0.8851,NS,47
GOBP_RENAL_SYSTEM_DEVELOPMENT,Renal System Development,GO:BP,0.587,-1.757,0.9854,0.2463,NS,21
GOBP_TUBE_FORMATION,Tube Formation,GO:BP,-1.813,0.53,0.1418,0.9993,NS,12
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,Negative Regulation Of Actin Filament Poly...,GO:BP,-1.106,-1.232,0.7185,0.7437,NS,17
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT,Endosome To Lysosome Transport,GO:BP,-0.881,-1.456,0.8781,0.5203,NS,14
GOBP_ENDOSOME_ORGANIZATION,Endosome Organization,GO:BP,-1.18,-1.155,0.6291,0.7926,NS,21
GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY,Negative Regulation Of Hydrolase Activity,GO:BP,-1.155,-1.18,0.6741,0.8007,NS,11
GOBP_REGULATION_OF_PROTEIN_BINDING,Regulation Of Protein Binding,GO:BP,-0.801,-1.533,0.912,0.4625,NS,13
GOBP_VIRION_ASSEMBLY,Virion Assembly,GO:BP,-0.57,-1.764,0.9853,0.2463,NS,13
GOBP_CELL_REDOX_HOMEOSTASIS,Cell Redox Homeostasis,GO:BP,-1.049,-1.285,0.7586,0.667,NS,20
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS,Regulation Of Steroid Metabolic Process,GO:BP,-1.026,-1.306,0.7788,0.6522,NS,19
GOBP_NEGATIVE_REGULATION_OF_TRANSLATION,Negative Regulation Of Translation,GO:BP,-1.28,-1.05,0.5429,0.854,NS,30
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,Hydrogen Peroxide Metabolic Process,GO:BP,-0.746,-1.584,0.9469,0.3584,NS,22
GOBP_REGULATION_OF_DNA_REPAIR,Regulation Of DNA Repair,GO:BP,-1.578,0.751,0.3357,0.9864,NS,21
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,Positive Regulation Of Production Of Molec...,GO:BP,-1.185,1.144,0.6354,0.8265,NS,16
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,Organic Hydroxy Compound Transport,GO:BP,-0.884,-1.443,0.8891,0.4855,NS,32
HALLMARK_MTORC1_SIGNALING,mTORC1 Signaling,Hallmark,1.045,-1.282,0.7439,0.5483,NS,86
GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION,Negative Regulation Of Molecular Function,GO:BP,-1.002,-1.324,0.7881,0.5536,NS,53
GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON,Cellular Response To Type Ii Interferon,GO:BP,-0.782,1.544,0.9259,0.4067,NS,19
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,Response To Toxic Substance,GO:BP,-0.785,-1.541,0.9495,0.2753,NS,65
GOBP_GLUTAMATE_METABOLIC_PROCESS,Glutamate Metabolic Process,GO:BP,1.022,1.302,0.7794,0.7126,NS,10
HALLMARK_ANDROGEN_RESPONSE,Androgen Response,Hallmark,-1.322,-0.999,0.5207,0.8858,NS,23
GOBP_CYTOSOLIC_TRANSPORT,Cytosolic Transport,GO:BP,0.841,1.48,0.912,0.4674,NS,26
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,Negative Regulation Of Mrna Metabolic Process,GO:BP,-1.342,-0.978,0.4988,0.9118,NS,22
GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Positive Regulation Of Post Translational ...,GO:BP,-1.351,-0.969,0.4761,0.9206,NS,28
GOBP_MUSCLE_CELL_DEVELOPMENT,Muscle Cell Development,GO:BP,-1.384,-0.935,0.3852,0.926,NS,69
GOBP_ORGANELLE_DISASSEMBLY,Organelle Disassembly,GO:BP,1.183,1.136,0.6413,0.8324,NS,16
GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR,Response To Epidermal Growth Factor,GO:BP,-1.563,-0.754,0.3958,0.9811,NS,10
GOBP_BONE_DEVELOPMENT,Bone Development,GO:BP,-1.526,-0.79,0.3852,0.9789,NS,19
GOBP_STEROL_BIOSYNTHETIC_PROCESS,Sterol Biosynthetic Process,GO:BP,-1.263,-1.053,0.5762,0.8563,NS,14
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,Negative Regulation Of Cell Projection Org...,GO:BP,-1.686,0.628,0.2449,0.9993,NS,19
GOBP_TYPE_I_INTERFERON_PRODUCTION,Type I Interferon Production,GO:BP,-1.369,-0.944,0.4915,0.9244,NS,17
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,Pyrimidine Containing Compound Metabolic P...,GO:BP,-1.405,0.905,0.4682,0.926,NS,13
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,Positive Regulation Of Establishment Of Pr...,GO:BP,-1.201,1.107,0.5759,0.8121,NS,66
GOBP_HORMONE_TRANSPORT,Hormone Transport,GO:BP,-1.233,-1.073,0.5719,0.843,NS,39
GOBP_SEQUESTERING_OF_CALCIUM_ION,Sequestering Of Calcium Ion,GO:BP,-1.164,-1.142,0.6303,0.793,NS,33
GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,Positive Regulation Of Lipid Metabolic Pro...,GO:BP,-1.508,0.797,0.3852,0.9789,NS,23
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Positive Regulation Of Neuron Projection D...,GO:BP,1.034,1.271,0.7754,0.7143,NS,17
GOBP_MUSCLE_ORGAN_DEVELOPMENT,Muscle Organ Development,GO:BP,-1.459,-0.845,0.2922,0.9864,NS,84
GOBP_NUCLEAR_TRANSPORT,Nuclear Transport,GO:BP,-1.333,-0.971,0.4535,0.9222,NS,61
GOBP_TRNA_METABOLIC_PROCESS,Trna Metabolic Process,GO:BP,-0.949,1.354,0.8276,0.5662,NS,36
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,Protein Containing Complex Disassembly,GO:BP,-1.252,-1.05,0.5321,0.8431,NS,53
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,Cell Communication Involved In Cardiac Con...,GO:BP,-1.63,0.67,0.3252,0.9961,NS,15
GOBP_MYOFIBRIL_ASSEMBLY,Myofibril Assembly,GO:BP,-1.441,-0.859,0.3983,0.9603,NS,39
GOBP_PIGMENTATION,Pigmentation,GO:BP,-0.917,1.383,0.8458,0.6121,NS,13
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Positive Regulation Of Protein Localizatio...,GO:BP,0.824,1.476,0.912,0.5103,NS,23
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,Response To Molecule Of Bacterial Origin,GO:BP,-1.672,-0.627,0.1509,0.9993,NS,38
GOBP_RESPONSE_TO_ACID_CHEMICAL,Response To Acid Chemical,GO:BP,-1.232,1.067,0.5819,0.8431,NS,25
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,External Encapsulating Structure Organization,GO:BP,-1.187,1.111,0.6265,0.8324,NS,30
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,Substrate Adhesion Dependent Cell Spreading,GO:BP,-1.195,1.102,0.6256,0.843,NS,22
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,Establishment Or Maintenance Of Cell Polarity,GO:BP,-0.862,1.435,0.9101,0.4782,NS,42
GOBP_MEMBRANE_REPOLARIZATION,Membrane Repolarization,GO:BP,-1.203,-1.093,0.6273,0.843,NS,13
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,Antigen Processing And Presentation Of Pep...,GO:BP,-1.461,0.833,0.4589,0.9601,NS,11
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,Regulation Of Cell Projection Assembly,GO:BP,-0.985,1.309,0.8015,0.6284,NS,28
GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Negative Regulation Of Neuron Projection D...,GO:BP,-1.284,1.008,0.5759,0.8851,NS,12
GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteasomal Protein Cataboli...,GO:BP,-1.115,-1.177,0.6741,0.7361,NS,54
GOBP_STEROL_HOMEOSTASIS,Sterol Homeostasis,GO:BP,-1.619,0.672,0.3524,0.9961,NS,13
GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,Regulation Of Lymphocyte Differentiation,GO:BP,-1.071,-1.22,0.753,0.7701,NS,13
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,Negative Regulation Of Intracellular Trans...,GO:BP,-0.98,-1.31,0.8051,0.6735,NS,14
GOBP_SINGLE_FERTILIZATION,Single Fertilization,GO:BP,1.203,-1.085,0.6256,0.843,NS,20
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY,Establishment Or Maintenance Of Bipolar Ce...,GO:BP,0.813,1.475,0.9094,0.5203,NS,11
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Positive Regulation Of Cell Substrate Adhe...,GO:BP,-0.818,1.47,0.912,0.4768,NS,27
GOBP_DOUBLE_STRAND_BREAK_REPAIR,Double Strand Break Repair,GO:BP,-1.643,0.644,0.2505,0.9993,NS,25
GOBP_NEGATIVE_REGULATION_OF_GROWTH,Negative Regulation Of Growth,GO:BP,-1.343,0.943,0.5016,0.9244,NS,18
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION,Regulation Of Cardiac Muscle Contraction B...,GO:BP,-1.348,-0.938,0.5207,0.9244,NS,14
GOBP_ASTROCYTE_DIFFERENTIATION,Astrocyte Differentiation,GO:BP,-1.706,-0.579,0.2449,0.9993,NS,12
GOBP_B_CELL_MEDIATED_IMMUNITY,B Cell Mediated Immunity,GO:BP,0.951,-1.334,0.8212,0.6284,NS,19
GOBP_PROTEIN_POLYMERIZATION,Protein Polymerization,GO:BP,-1.382,-0.901,0.4042,0.9546,NS,54
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Positive Regulation Of Small Molecule Meta...,GO:BP,-1.24,-1.043,0.5697,0.8559,NS,35
GOBP_REGULATION_OF_AXON_EXTENSION,Regulation Of Axon Extension,GO:BP,-1.459,0.822,0.4443,0.9601,NS,12
GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION,Cytoplasmic Microtubule Organization,GO:BP,-1.425,0.856,0.4653,0.9535,NS,13
GOBP_LIPID_OXIDATION,Lipid Oxidation,GO:BP,1.175,1.104,0.6256,0.8324,NS,39
GOBP_ESTABLISHMENT_OF_CELL_POLARITY,Establishment Of Cell Polarity,GO:BP,-1.098,1.181,0.7185,0.7768,NS,24
GOBP_RESPONSE_TO_AXON_INJURY,Response To Axon Injury,GO:BP,-1.526,0.752,0.4079,0.9789,NS,10
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Regulation Of Neuron Projection Development,GO:BP,-1.287,0.991,0.4988,0.8957,NS,44
HALLMARK_ADIPOGENESIS,Adipogenesis,Hallmark,1.313,0.965,0.428,0.9237,NS,96
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Positive Regulation Of Apoptotic Signaling...,GO:BP,-1.353,-0.924,0.4819,0.926,NS,25
GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE,Negative Regulation Of Mapk Cascade,GO:BP,-1.104,-1.173,0.7185,0.7768,NS,23
GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT,Regulation Of Organic Acid Transport,GO:BP,-1.008,1.268,0.785,0.7254,NS,13
GOBP_LYMPHOCYTE_DIFFERENTIATION,Lymphocyte Differentiation,GO:BP,-1.157,-1.118,0.6415,0.8324,NS,22
GOBP_RESPONSE_TO_KETONE,Response To Ketone,GO:BP,0.931,1.344,0.8371,0.5829,NS,26
GOBP_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,Positive Regulation Of Supramolecular Fibe...,GO:BP,-1.672,0.603,0.1575,0.9993,NS,36
GOBP_ORGANELLE_MEMBRANE_FUSION,Organelle Membrane Fusion,GO:BP,-1.149,-1.124,0.6718,0.8324,NS,23
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,Monocarboxylic Acid Transport,GO:BP,1.236,1.037,0.5819,0.858,NS,24
GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE,Purine Containing Compound Salvage,GO:BP,-1.035,-1.238,0.7754,0.7627,NS,10
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Negative Regulation Of Calcium Ion Transme...,GO:BP,1.007,-1.266,0.785,0.7268,NS,11
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Adenylate Cyclase Modulating G Protein Cou...,GO:BP,-1.592,-0.68,0.3683,0.9961,NS,15
GOBP_PROTEINOGENIC_AMINO_ACID_BIOSYNTHETIC_PROCESS,Proteinogenic Amino Acid Biosynthetic Process,GO:BP,1.131,1.141,0.708,0.8324,NS,10
GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS,Modulation By Host Of Viral Process,GO:BP,-1.342,-0.929,0.5207,0.9245,NS,13
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,Microtubule Cytoskeleton Organization Invo...,GO:BP,0.895,1.375,0.8734,0.5483,NS,33
GOBP_REGULATION_OF_NUCLEAR_DIVISION,Regulation Of Nuclear Division,GO:BP,1.249,-1.019,0.6183,0.8775,NS,11
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,Positive Regulation Of Phosphorus Metaboli...,GO:BP,-1.156,-1.11,0.6291,0.8324,NS,43
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS,Regulation Of Postsynaptic Membrane Neurot...,GO:BP,-1.025,1.241,0.7794,0.7437,NS,15
GOBP_COMPLEMENT_ACTIVATION,Complement Activation,GO:BP,0.548,-1.717,0.9897,0.2578,NS,19
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,Positive Regulation Of Catalytic Activity,GO:BP,-1.432,0.833,0.3852,0.9733,NS,44
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,Regulation Of Cellular Component Size,GO:BP,-1.259,1.006,0.5309,0.8851,NS,52
GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION,Regulation Of Protein Ubiquitination,GO:BP,-1.369,-0.895,0.4271,0.9532,NS,44
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Positive Regulation Of Nervous System Deve...,GO:BP,-1.343,0.921,0.4819,0.926,NS,26
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS,Positive Regulation Of Neurogenesis,GO:BP,-1.343,0.921,0.4819,0.926,NS,26
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,Negative Regulation Of Calcium Ion Transport,GO:BP,0.975,-1.288,0.8017,0.7143,NS,12
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,Negative Regulation Of Cytoskeleton Organi...,GO:BP,-0.936,-1.327,0.8344,0.6121,NS,27
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,Regulation Of Systemic Arterial Blood Pres...,GO:BP,-0.797,-1.466,0.912,0.5398,NS,11
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Response To Endoplasmic Reticulum Stress,GO:BP,-0.914,-1.347,0.876,0.5189,NS,58
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION,Positive Regulation Of Synaptic Transmission,GO:BP,-0.744,-1.517,0.9401,0.4622,NS,17
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION,Ras Protein Signal Transduction,GO:BP,-1.345,-0.915,0.5207,0.926,NS,14
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Positive Regulation Of Monoatomic Ion Tran...,GO:BP,-0.791,-1.466,0.9385,0.4377,NS,36
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,Positive Regulation Of Leukocyte Migration,GO:BP,-1.318,0.937,0.5438,0.9237,NS,13
GOBP_MYELOID_CELL_DIFFERENTIATION,Myeloid Cell Differentiation,GO:BP,-1.044,-1.209,0.7586,0.6998,NS,49
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Regulation Of Cell Substrate Adhesion,GO:BP,-0.852,1.4,0.9111,0.5203,NS,34
GOBP_CELL_CELL_RECOGNITION,Cell Cell Recognition,GO:BP,1.179,1.07,0.6415,0.8474,NS,13
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Positive Regulation Of Mitotic Cell Cycle ...,GO:BP,-1.109,-1.14,0.7185,0.8324,NS,10
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,Acetyl Coa Biosynthetic Process,GO:BP,1.203,1.045,0.628,0.858,NS,13
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,Regulation Of Protein Catabolic Process,GO:BP,-1.184,-1.063,0.5759,0.843,NS,81
GOBP_HEMOSTASIS,Hemostasis,GO:BP,-1.239,1.007,0.5759,0.8851,NS,38
GOBP_RECEPTOR_METABOLIC_PROCESS,Receptor Metabolic Process,GO:BP,-1.583,-0.662,0.3696,0.9961,NS,12
GOBP_INTERLEUKIN_6_PRODUCTION,Interleukin 6 Production,GO:BP,-0.832,1.413,0.8974,0.5841,NS,11
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,Regulation Of Actin Filament Based Process,GO:BP,-1.166,1.078,0.6125,0.843,NS,63
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,Negative Regulation Of Supramolecular Fibe...,GO:BP,-1.026,-1.215,0.776,0.7149,NS,35
GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,Negative Regulation Of Reproductive Process,GO:BP,1.024,1.217,0.7794,0.7768,NS,10
GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY,Complement Activation Classical Pathway,GO:BP,-0.601,-1.64,0.9781,0.3085,NS,13
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,Epithelial To Mesenchymal Transition,GO:BP,-1.129,-1.111,0.6944,0.843,NS,12
GOBP_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,Protein Localization To Cell Surface,GO:BP,-0.859,1.38,0.8865,0.6284,NS,10
GOBP_MEMBRANE_FUSION,Membrane Fusion,GO:BP,-1.302,-0.935,0.5016,0.926,NS,34
HALLMARK_PROTEIN_SECRETION,Protein Secretion,Hallmark,-1.171,1.066,0.6256,0.843,NS,36
GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION,Positive Regulation Of Cell Matrix Adhesion,GO:BP,-0.89,1.346,0.8699,0.6453,NS,14
GOBP_STEROID_METABOLIC_PROCESS,Steroid Metabolic Process,GO:BP,-0.915,-1.321,0.8699,0.5662,NS,45
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,Carbohydrate Derivative Catabolic Process,GO:BP,-0.923,-1.312,0.8699,0.5555,NS,56
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,Phosphatidylinositol 3 Kinase Protein Kina...,GO:BP,-1.302,-0.932,0.5111,0.926,NS,32
GOBP_CELL_SUBSTRATE_ADHESION,Cell Substrate Adhesion,GO:BP,-0.81,1.423,0.9385,0.4768,NS,51
GOBP_EAR_DEVELOPMENT,Ear Development,GO:BP,-1.285,0.948,0.5762,0.9237,NS,10
GOBP_NAD_METABOLIC_PROCESS,Nad Metabolic Process,GO:BP,1.287,0.945,0.5759,0.9237,NS,13
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Negative Regulation Of Nervous System Deve...,GO:BP,-1.17,1.061,0.6553,0.854,NS,11
GOBP_POLYOL_METABOLIC_PROCESS,Polyol Metabolic Process,GO:BP,0.833,-1.397,0.9101,0.5645,NS,20
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,Positive Regulation Of Mrna Metabolic Process,GO:BP,-1.171,-1.058,0.6413,0.8474,NS,19
GOBP_VIRAL_RELEASE_FROM_HOST_CELL,Viral Release From Host Cell,GO:BP,-0.857,-1.372,0.8905,0.6121,NS,15
GOBP_RESPONSE_TO_MONOAMINE,Response To Monoamine,GO:BP,-1.382,0.845,0.5016,0.9581,NS,10
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS,Water Soluble Vitamin Metabolic Process,GO:BP,-0.915,-1.311,0.8497,0.6674,NS,15
GOBP_MEMBRANE_DEPOLARIZATION,Membrane Depolarization,GO:BP,-1.398,0.827,0.4653,0.9665,NS,22
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE,Regulation Of Viral Life Cycle,GO:BP,-1.283,-0.942,0.5719,0.9237,NS,17
GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS,Hydrogen Peroxide Catabolic Process,GO:BP,0.656,-1.565,0.9636,0.3856,NS,15
GOBP_REGULATION_OF_HEART_RATE,Regulation Of Heart Rate,GO:BP,-1.39,-0.83,0.4678,0.9665,NS,20
GOBP_ENDOCRINE_PROCESS,Endocrine Process,GO:BP,-0.943,-1.276,0.8212,0.7268,NS,10
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,Ribose Phosphate Metabolic Process,GO:BP,1.476,-0.741,0.1509,0.9993,NS,147
GOBP_FAT_CELL_DIFFERENTIATION,Fat Cell Differentiation,GO:BP,-1.189,1.026,0.6271,0.8732,NS,23
GOBP_REGULATION_OF_PROTEOLYSIS,Regulation Of Proteolysis,GO:BP,-1.108,-1.107,0.6703,0.7925,NS,79
GOBP_RENAL_SYSTEM_PROCESS,Renal System Process,GO:BP,-0.736,-1.479,0.9481,0.4887,NS,20
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,Lymphocyte Mediated Immunity,GO:BP,-0.959,-1.255,0.8201,0.6665,NS,42
GOBP_RESPONSE_TO_NUTRIENT,Response To Nutrient,GO:BP,-0.777,-1.435,0.9385,0.5147,NS,29
GOBP_RESPONSE_TO_CALCIUM_ION,Response To Calcium Ion,GO:BP,-1.367,-0.843,0.4653,0.9665,NS,33
GOBP_ERBB_SIGNALING_PATHWAY,Erbb Signaling Pathway,GO:BP,-1.361,-0.849,0.4819,0.9601,NS,21
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Intrinsic Apoptotic Signaling Pathway,GO:BP,-1.084,1.125,0.7136,0.7978,NS,59
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH,Regulation Of Developmental Growth,GO:BP,-1.321,0.885,0.4819,0.9535,NS,34
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION,Nuclear Membrane Organization,GO:BP,-1.203,-1.002,0.6256,0.8909,NS,15
GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS,Muscle Cell Cellular Homeostasis,GO:BP,-0.958,1.246,0.8145,0.7437,NS,14
GOBP_ALCOHOL_METABOLIC_PROCESS,Alcohol Metabolic Process,GO:BP,-0.847,-1.356,0.9212,0.4782,NS,67
GOBP_REGULATION_OF_GLIOGENESIS,Regulation Of Gliogenesis,GO:BP,0.706,1.496,0.9469,0.5189,NS,10
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,Regulation Of Microtubule Polymerization O...,GO:BP,-1.522,0.679,0.3958,0.9961,NS,18
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS,Regulation Of Plasma Lipoprotein Particle ...,GO:BP,-1.141,-1.06,0.6839,0.8559,NS,13
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,Negative Regulation Of Protein Containing ...,GO:BP,-1.041,-1.16,0.7726,0.8016,NS,17
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Positive Regulation Of Protein Localizatio...,GO:BP,-0.752,-1.447,0.9416,0.5189,NS,23
GOBP_SARCOMERE_ORGANIZATION,Sarcomere Organization,GO:BP,-1.396,-0.802,0.4535,0.9789,NS,28
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,Establishment Of Organelle Localization,GO:BP,-1.016,1.182,0.7794,0.7254,NS,70
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,Alpha Amino Acid Metabolic Process,GO:BP,1.334,-0.863,0.4634,0.9697,NS,55
GOBP_INORGANIC_ANION_TRANSPORT,Inorganic Anion Transport,GO:BP,-1.172,-1.025,0.6511,0.8745,NS,11
