"cluster","timepoint","mean_z"
"c1","T1",0.334724850282513
"c1","T2",0.703999985508388
"c1","T3",-1.0387248357909
"c2","T1",-0.927557674807732
"c2","T2",0.94009945092788
"c2","T3",-0.0125417761201486
"c3","T1",1.01773419448167
"c3","T2",-0.821540018100877
"c3","T3",-0.196194176380795
"c4","T1",-0.228794195633169
"c4","T2",-0.786528721356365
"c4","T3",1.01532291698953
