pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast
HALLMARK_OXIDATIVE_PHOSPHORYLATION,9.224024159042007e-18,2.9287310297195406,151,VDAC2;SLC25A4;TIMM13;PDHX;CPT1A;COX5A;IDH3A;ATP5F1A;NNT;SLC25A6;UQCRC2;CS;ATP5MG;HCCS;COX5B;HSD17B10;GOT2;FXN;NDUFA7;IDH3B;COX6B1;DLAT;NDUFB8;MFN2;DLST;NDUFS8;MDH2;ATP5PO;SLC25A11;IDH2;VDAC3;AIFM1;NDUFS7;UQCR10;PDHA1;VDAC1;BCKDHA;NDUFA2;LRPPRC;ECH1;ATP5F1B;NDUFS4;GLUD1;NDUFB4;ETFB;NDUFA6;ATP5F1E;AFG3L2;NDUFV2;SUCLG1;TIMM9;NDUFB5;UQCRC1;TIMM50;FH;SUCLA2;NDUFS3;SDHD;MRPS22;HSPA9;COX7A2;MAOB;SLC25A12;HTRA2;NDUFB6;COX4I1;ACAA1;ETFA;DECR1;IDH3G;CYB5R3;NDUFS1;NDUFV1;NDUFA3;ACAA2;SDHB;PHB2;NDUFB7;ACADM;SDHA;PDHB;UQCRFS1;NQO2;ACADVL;TIMM10;SURF1;UQCRH;IMMT;NDUFC2;ATP5ME;ATP6V1G1;NDUFB3;NDUFA8;PRDX3;COX6C;HADHB;ATP5PB,Hallmark,7.297487467596525e-21,0.5913795404735764,1.1778932614941966,Training_HR
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,6.972770327046707e-14,2.6890308567599184,159,TRAP1;SLC25A4;PDPR;PDHX;COX5A;IDH3A;ATP5F1A;LYRM7;LETM1;NDUFB10;NNT;NDUFB9;UQCRC2;CS;ATP5MG;HCCS;COX19;COX5B;GOT2;FXN;NDUFA7;SLC25A13;IDH3B;COX6B1;DLAT;NDUFB8;DLST;NDUFS8;ADHFE1;MDH2;MT-ATP6;ATP5PO;SLC25A11;MT-CO2;IDH2;MT-ND3;COA3;NDUFS7;UQCR10;PDHA1;VDAC1;NDUFA2;ATP5F1B;NDUFS4;NDUFB4;ETFB;NDUFA6;NDUFA12;ATP5F1E;NDUFV2;TACO1;SUCLG1;NDUFB5;UQCRC1;FH;SUCLA2;NDUFS3;SDHD;PDK2;NDUFA11;HSPA9;NDUFS5;COX7A2;SUCLG2;SLC25A12;NDUFB6;COX4I1;ETFA;IDH3G;NDUFS1;NDUFV1;NDUFA3;ME2;SDHB;MT-ND1;NDUFB7;RPS27A;SDHA;PDHB;UQCRFS1;PKM;SURF1;UQCRH;DMAC2L;NDUFC2;ATP5ME;NDUFB3;NDUFA8,Reactome,1.10328644415296e-16,0.5396746535344765,1.0574635727508575,Training_HR
GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,1.570797754201479e-11,2.391928897752679,208,TRAP1;SLC25A4;HMGCL;PDPR;PDHX;COX5A;IDH3A;ATP5F1A;LYRM7;NDUFB10;PNPT1;NNT;NDUFB9;UQCRC2;CS;ATP5MG;HCCS;HK1;COX5B;NDUFA7;SLC25A13;PPP1R3A;IDH3B;COX6B1;DLAT;NDUFB8;MFN2;DLST;NDUFS8;ADHFE1;MDH2;MT-ATP6;ATP5PO;MT-CO2;IDH2;FDXR;MT-ND3;NDUFS7;UQCR10;ALDOC;PDHA1;NDUFA2;ATP5F1B;NDUFS4;NDUFB4;ETFB;NDUFA6;NDUFA12;ATP5F1E;PYGB;NDUFV2;SUCLG1;GAPDHS;H6PD;NDUFB5;GHITM;UQCRC1;FH;SUCLA2;NDUFS3;SDHD;PDK2;GYS1;PGLS;NDUFA11;PFKFB1;NDUFS5;PFKL;COX7A2;SUCLG2;PHKG1;STOML2;NDUFB6;COX4I1;ETFA;PFKM;ATG3;IDH3G;SHMT2;NDUFS1;NDUFV1;NDUFA3;ALDH1L1;SDHB;TALDO1;PFKFB2;MT-ND1;PYGM;EPM2A;NDUFB7;ACADM;SDHA;PDHB;UQCRFS1;PPIF;ALDOA;ACADVL;PKM;SURF1;UQCRH,GO Slim,3.7281592267440164e-14,0.4618919094201628,0.9653277542260832,Training_HR
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,2.2869996269918177e-11,2.3540451184129276,224,TRAP1;SLC25A4;HMGCL;PDPR;PDHX;COX5A;IDH3A;ATP5F1A;LYRM7;NDUFB10;PNPT1;NNT;NDUFB9;UQCRC2;CS;ATP5MG;HCCS;HK1;COX5B;FXN;NDUFA7;SLC25A13;PPP1R3A;IDH3B;COX6B1;DLAT;NDUFB8;MFN2;DLST;NDUFS8;ADHFE1;MDH2;MT-ATP6;ATP5PO;MT-CO2;IDH2;FDXR;MT-ND3;NDUFS7;UQCR10;ALDOC;PDHA1;MTCH2;NDUFA2;ATP5F1B;NDUFS4;COMT;NDUFB4;ETFB;NDUFA6;NDUFA12;ATP5F1E;PYGB;NDUFV2;SUCLG1;GAPDHS;H6PD;NDUFB5;GHITM;UQCRC1;FH;SUCLA2;NDUFS3;SDHD;PDK2;GYS1;PGLS;NDUFA11;PFKFB1;NDUFS5;PFKL;COX7A2;SUCLG2;PHKG1;STOML2;NDUFB6;COX4I1;ETFA;PFKM;ATG3;IDH3G;SHMT2;NDUFS1;NDUFV1;NDUFA3;ALDH1L1;SDHB;TALDO1;PFKFB2;MT-ND1;PYGM;EPM2A;NDUFB7;ACADM;SDHA;PDHB;UQCRFS1;PPIF;ALDOA;ACADVL;PKM;SURF1;UQCRH,GO:BP,7.237340591746259e-14,0.45044173826945577,0.9545416307257243,Training_HR
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,3.9387082099073624e-9,2.622448191425342,85,SLC25A4;COX5A;ATP5F1A;LETM1;NDUFB10;NNT;ATP1A1;NDUFB9;ATP5MG;COX5B;NDUFA7;SLC25A13;COX6B1;NDUFB8;NDUFS8;MT-ATP6;ATP5PO;MT-CO2;MT-ND3;NDUFS7;UQCR10;NDUFA2;ATP5F1B;NDUFS4;ATP1A2;NDUFB4;NDUFA6;NDUFA12;ATP5F1E;NDUFV2;NDUFB5;GHITM;UQCRC1;NDUFS3;SLC16A1;NDUFS5;SLC25A12;NDUFB6;COX4I1;NDUFS1;NDUFV1;NDUFA3;MT-ND1;PHB2;NDUFB7;UQCRFS1;SURF1;UQCRH;DMAC2L;NDUFC2;ATP5ME;ATP6V1G1;NDUFB3;NDUFA8,GO:BP,1.8696399730572925e-11,0.5827823873011021,0.8634153916066928,Training_HR
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,7.156485756692346e-8,2.5483479466421675,76,LONP1;OXSM;COX5A;IDH3A;ATP5F1A;SLC25A6;UQCRC2;CS;ATP5MG;ACAD8;COX5B;HSD17B10;MRPL12;TFAM;MDH2;MT-ATP6;ATP5PO;MT-CO2;IDH2;PDHA1;NDUFA2;ECH1;ATP5F1B;GLUD1;AFG3L2;TIMM9;FH;NDUFS3;HSPA9;SUCLG2;HTRA2;IARS2;NDUFB6;COX4I1;HSPD1;MICU2;SHMT2;ALDH1B1;NDUFS1;NDUFV1;ME2;MT-ND1;BDH1,Reactome,4.5294213649951553e-10,0.5770801392607782,0.8140358378479079,Training_HR
GOBP_OXIDATIVE_PHOSPHORYLATION,1.3774926823499367e-7,2.3456996820398577,98,COX5A;ATP5F1A;NDUFB10;NDUFB9;UQCRC2;ATP5MG;COX5B;FXN;NDUFA7;COX6B1;NDUFB8;NDUFS8;MT-ATP6;ATP5PO;MT-CO2;MT-ND3;NDUFS7;UQCR10;MTCH2;NDUFA2;ATP5F1B;NDUFS4;NDUFB4;NDUFA6;NDUFA12;ATP5F1E;NDUFV2;NDUFB5;GHITM;UQCRC1;NDUFS3;SDHD;NDUFA11;NDUFS5;COX7A2;STOML2;NDUFB6;COX4I1;SHMT2;NDUFS1;NDUFV1;NDUFA3;SDHB;MT-ND1;NDUFB7;SDHA;UQCRFS1;PPIF;UQCRH;NDUFC2;ATP5ME;NDUFB3;NDUFA8;COX6C;ATP5PB;MT-ND5,GO:BP,9.808096630656194e-10,0.5083451629207785,0.7881868108002371,Training_HR
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,4.944169533209608e-7,2.5221662300715377,59,ATP5F1A;NDUFB10;NDUFB9;ATP5MG;NDUFA7;NDUFB8;NDUFS8;MT-ATP6;ATP5PO;MT-ND3;NDUFS7;NDUFA2;ATP5F1B;NDUFS4;NDUFB4;NDUFA6;NDUFA12;ATP5F1E;NDUFV2;NDUFB5;NDUFS3;SDHD;NDUFA11;NDUFS5;STOML2;NDUFB6;NDUFS1;NDUFV1;NDUFA3;SDHB;MT-ND1;NDUFB7;SDHA;NDUFC2;ATP5ME;NDUFB3;NDUFA8;ATP5PB;MT-ND5,GO:BP,3.911526529437981e-9,0.6009803280163257,0.7614608014455848,Training_HR
KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS,2.1813427284033645e-6,2.463861923946894,48,COX5A;ATP5F1A;NDUFB10;NDUFB9;UQCRC2;COX6B1;NDUFB8;NDUFS8;MT-ATP6;ATP5PO;COA3;NDUFS7;NDUFA2;NDUFS4;NDUFA6;NDUFA12;ATP5F1E;NDUFV2;NDUFS3;SDHD;NDUFA11;COX4I1;COA6;NDUFS1;NDUFV1;SDHB;NDUFB7;SDHA;UQCRFS1;NDUFC2;NDUFB3;NDUFA8,KEGG,1.8983204123763456e-8,0.6140752337986959,0.7337619883564803,Training_HR
GOBP_MITOCHONDRION_ORGANIZATION,1.0375112800967004e-5,2.099066151713304,140,MTX1;VDAC2;TOMM40;SLC25A4;LONP1;TIMM13;HMGCL;LYRM7;LETM1;APOO;PNPT1;SLIRP;SLC25A6;COX19;SAMM50;HSD17B10;FXN;ENDOG;TFAM;MFN2;ATPAF1;NDUFS8;COA3;AIFM1;NDUFS7;MTCH2;NDUFS4;NDUFA6;AFG3L2;TACO1;TIMM9;TIMM8A;GHITM;TIMM50;CLUH;TMEM11;FAM162A;NDUFS3;SLC25A46;HSPA9;NDUFS5;CHCHD10;STOML2;HTRA2;COA6;TFRC;HSPD1;ATG3;NDUFS1;ACAA2;MT-ND1;PHB2;EPM2A;VAT1;APOOL;UQCRFS1;PPIF;TIMM10;SURF1;IMMT,GO:BP,1.1755340588228304e-7,0.4286071733519783,0.7049757151672383,Training_HR
