pathway,padj,NES,size,database,pval,ES,log2err,contrast
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,0.8125273726623746,-0.8954823681629227,11,GO:BP,0.5930185633575464,-0.32980816665056767,0.022364782968269145,Acute_HR
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,0.4838523676354455,1.1967905678852295,26,GO:BP,0.216946535417873,0.35266112059450194,0.04055180943107856,Acute_HR
GOBP_INSULIN_SECRETION,0.9799515433216217,-0.6954551155664389,31,GO:BP,0.9092619694752248,-0.1924879625883174,0.016447315361923197,Acute_HR
GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,0.6554769511803815,1.0761970374609626,10,GO:BP,0.3674354425389316,0.41532320502901265,0.030146099965808835,Acute_HR
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,0.586266528320962,1.1096106940173127,21,GO:BP,0.3055717336439526,0.34593477838292047,0.03338618507607248,Acute_HR
GOBP_INTERFERON_BETA_PRODUCTION,0.35638997994098914,1.3901486635025075,10,GO:BP,0.11709047900650503,0.5364826126587463,0.05743529256532879,Acute_HR
GOBP_INTERLEUKIN_1_PRODUCTION,0.053947845329161984,1.803037458204275,10,GO:BP,0.0059136605558840925,0.6958235990831996,0.26521689377999697,Acute_HR
GOBP_INTERLEUKIN_6_PRODUCTION,0.8789765307216219,-0.8323207152112729,10,GO:BP,0.6800568066544939,-0.3160829906609788,0.0203199312458395,Acute_HR
GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,0.9616225845620332,0.6844556765173364,11,GO:BP,0.8602853745541023,0.25815264350764433,0.016474112052841768,Acute_HR
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,0.9918104816322313,-0.6083269821378827,22,GO:BP,0.9606950765411667,-0.18452203190544159,0.015495363858592359,Acute_HR
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS,0.46880570409982175,1.2250490106374414,18,GO:BP,0.20409756097560974,0.3974850243968683,0.042221575978430986,Acute_HR
GOBP_INTRACELLULAR_LIPID_TRANSPORT,0.3901301987945789,-1.3233028847034867,11,GO:BP,0.14043583535108958,-0.4873754233964548,0.05276831946555348,Acute_HR
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,0.44495825206485107,1.1916163044671635,55,GO:BP,0.18597618597618598,0.29454971614008996,0.043682502842664936,Acute_HR
GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.2176792128689677,1.5460723518883133,10,GO:BP,0.0514488468361916,0.5966562832285158,0.08821430618535028,Acute_HR
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.08000788255000493,1.5581768924082,62,GO:BP,0.011159447701910347,0.375831179334692,0.18806904097584987,Acute_HR
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,0.68310218861907,1.0350059955939435,11,GO:BP,0.4149821640903686,0.3903679127454358,0.028037098246431438,Acute_HR
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.6882303181104212,1.0297602940065143,11,GO:BP,0.4205311137534681,0.38838941833256524,0.02780210690749211,Acute_HR
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,0.6584153365435064,1.0596114261824199,20,GO:BP,0.37064965197215777,0.3338006768714879,0.029629369940509787,Acute_HR
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT,0.5615914278849041,1.1202771383652836,40,GO:BP,0.2843701996927803,0.29803151317625964,0.03460822006918018,Acute_HR
GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION,0.1319746847541052,1.6539069632900578,10,GO:BP,0.024640252316183716,0.6382715403436008,0.12848971465340803,Acute_HR
GOBP_IRON_ION_TRANSPORT,0.08097312825994626,1.73376627466808,14,GO:BP,0.011739385638818236,0.6067464307598583,0.18647262923999633,Acute_HR
GOBP_ISOPRENOID_METABOLIC_PROCESS,0.4116495693548666,1.2942199938045214,19,GO:BP,0.1560132115795609,0.4136700869494042,0.04884136955133312,Acute_HR
GOBP_JNK_CASCADE,0.7174163892251817,0.9994978618261274,13,GO:BP,0.45401742497579867,0.3558562236935068,0.026069909375174487,Acute_HR
GOBP_KERATINOCYTE_DIFFERENTIATION,0.7435360754670346,0.969803144648892,13,GO:BP,0.4942884801548887,0.3452838649902763,0.02464340059283596,Acute_HR
GOBP_KETONE_METABOLIC_PROCESS,0.3108963542465613,-1.311990920484125,55,GO:BP,0.08978985353428147,-0.31896217309665953,0.06868906989776993,Acute_HR
GOBP_LEARNING,0.2813231296028632,-1.4365831460835288,15,GO:BP,0.07624513219922115,-0.4806539188087101,0.0734471130740274,Acute_HR
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,0.18092553074347456,1.4463775761556736,42,GO:BP,0.03979338052420126,0.38077813682996453,0.09910876842634327,Acute_HR
GOBP_LEUKOCYTE_HOMEOSTASIS,0.5094854452151585,1.2017314569229298,11,GO:BP,0.23781212841854935,0.4532509014600734,0.03907775015974692,Acute_HR
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,0.6676733493658596,1.0441091304830783,21,GO:BP,0.39196272568433316,0.3255138604996285,0.028688322950907234,Acute_HR
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,0.5541008064752976,1.1318529034330653,40,GO:BP,0.27131336405529954,0.301111057211549,0.035572587882033116,Acute_HR
GOBP_LEUKOCYTE_PROLIFERATION,0.41017487961447735,1.2670892049733327,29,GO:BP,0.15374305954432319,0.36393987514986303,0.04884136955133312,Acute_HR
GOBP_LIMBIC_SYSTEM_DEVELOPMENT,0.9219479318690214,0.7519246319300633,11,GO:BP,0.7869599682917162,0.28359956401989417,0.017778689123573194,Acute_HR
GOBP_LIPID_DROPLET_ORGANIZATION,0.7503523957915302,0.9561101081023294,10,GO:BP,0.508180563768973,0.36897956474081006,0.024482404638307115,Acute_HR
GOBP_LIPID_HOMEOSTASIS,0.9783102614332599,0.6954488426020056,27,GO:BP,0.9015122140364482,0.20348602362611418,0.015476688083189763,Acute_HR
GOBP_LIPID_LOCALIZATION,0.8428837687586364,-0.9102699847003133,62,GO:BP,0.6294803817603394,-0.2153608465240379,0.02220949194438087,Acute_HR
GOBP_LIPOPROTEIN_METABOLIC_PROCESS,0.5327882666914837,1.1795153359065036,13,GO:BP,0.25498547918683445,0.41994874552046224,0.03705212713369642,Acute_HR
GOBP_LOCOMOTORY_BEHAVIOR,0.9887809194927465,0.608648326047192,20,GO:BP,0.9537896365042536,0.19173747865594837,0.01462340259675325,Acute_HR
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,0.09080011986814504,-1.6637851707582612,23,GO:BP,0.013653289201489449,-0.49914724814981215,0.1776735264392179,Acute_HR
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,0.4116495693548666,-1.283629251970022,18,GO:BP,0.1554234160344474,-0.4096650852687517,0.05039399698837353,Acute_HR
GOBP_LONG_TERM_SYNAPTIC_POTENTIATION,0.6655508426541717,1.0495520526036204,12,GO:BP,0.3892578125,0.38397127604374937,0.02892188156958379,Acute_HR
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.42331323090864764,1.2820794322719267,16,GO:BP,0.1649544485365381,0.4303066123787406,0.04731916175205844,Acute_HR
GOBP_LYMPHOCYTE_DIFFERENTIATION,0.7675872551550087,0.9495924824485464,22,GO:BP,0.5338622291021672,0.2915803158306782,0.023375259707737385,Acute_HR
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,0.7261624520285088,0.9899773072635016,31,GO:BP,0.4675225138915501,0.27939693108293606,0.02539819689771847,Acute_HR
GOBP_LYSOSOMAL_TRANSPORT,0.35520660628565426,1.3349881324242245,24,GO:BP,0.11506478437439567,0.40174179380523456,0.05738391640572296,Acute_HR
GOBP_LYTIC_VACUOLE_ORGANIZATION,0.7373040550243091,0.9757448575786111,17,GO:BP,0.48284551269625897,0.32072179112110855,0.02505188292858877,Acute_HR
GOBP_MACROAUTOPHAGY,0.9815871900705483,0.7340331386305784,86,GO:BP,0.936711245055566,0.16620334672998532,0.014506876679349696,Acute_HR
GOBP_MACROMOLECULE_DEACYLATION,0.9803655723537028,0.6158269260650239,12,GO:BP,0.930078125,0.2252959727311301,0.015132684771594804,Acute_HR
GOBP_MACROMOLECULE_METHYLATION,0.949077861163227,0.726251052216385,19,GO:BP,0.8375752865747037,0.23213081033797173,0.01657509357008807,Acute_HR
GOBP_MAINTENANCE_OF_LOCATION,0.5620069199914918,1.1035844315057934,52,GO:BP,0.2849780492460393,0.2767722422062875,0.03444452840877292,Acute_HR
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE,0.7503523957915302,0.9570905352015675,10,GO:BP,0.5071949536763256,0.36935792865650485,0.024514437586931424,Acute_HR
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION,0.9437757491629462,-0.7336369932399043,14,GO:BP,0.8210999795542834,-0.25069110609230827,0.017612700186914708,Acute_HR
GOBP_MALE_SEX_DIFFERENTIATION,0.30716686060680953,1.4324636936449586,14,GO:BP,0.0866757972999413,0.5013029991476529,0.0670487152800428,Acute_HR
GOBP_MAMMARY_GLAND_DEVELOPMENT,0.8569400288114044,-0.8629364124898733,12,GO:BP,0.6454321999180663,-0.3097850359329602,0.021272533833070602,Acute_HR
GOBP_MEIOTIC_CELL_CYCLE,0.26654658176943696,1.4763665585943362,12,GO:BP,0.0703125,0.5401183771738838,0.0747093797274478,Acute_HR
GOBP_MEIOTIC_CELL_CYCLE_PROCESS,0.38868340765261117,1.3412233749132614,11,GO:BP,0.13892191835116924,0.5058623540531524,0.05256552988825168,Acute_HR
GOBP_MEMBRANE_BIOGENESIS,0.9138290866478785,-0.7915985018929015,21,GO:BP,0.7703566274994846,-0.24309301706410358,0.01867914791319026,Acute_HR
GOBP_MEMBRANE_DEPOLARIZATION,0.8694515582480445,-0.863931483509122,22,GO:BP,0.6661150186181216,-0.26205379252445027,0.020937090816941492,Acute_HR
GOBP_MEMBRANE_DOCKING,0.602804579483908,1.103636937726496,19,GO:BP,0.3248494268505926,0.35275423820940427,0.03220378471626795,Acute_HR
GOBP_MEMBRANE_FISSION,0.8481265323526277,-0.8667215372030423,11,GO:BP,0.6357949959644875,-0.31921548803682276,0.021272533833070602,Acute_HR
GOBP_MEMBRANE_FUSION,0.5327882666914837,1.1508073995302923,34,GO:BP,0.25509028044563964,0.3177313334381765,0.03687491928535071,Acute_HR
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS,0.9174227440638769,-0.7601571924895134,12,GO:BP,0.7791888570258091,-0.27288838410538796,0.018414618153719305,Acute_HR
GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS,0.7168829420592028,-1.0075605928132199,10,GO:BP,0.4485696895922094,-0.382632270984282,0.02708239988521872,Acute_HR
GOBP_MEMBRANE_RAFT_ORGANIZATION,0.9918104816322313,-0.5707999561393818,10,GO:BP,0.963481436396835,-0.21676759199714762,0.015172174116417678,Acute_HR
GOBP_MEMBRANE_REPOLARIZATION,0.9803655723537028,-0.6241427851104108,13,GO:BP,0.9330163324374612,-0.21883016012229986,0.015909704901624407,Acute_HR
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION,0.4116495693548666,1.2962125678901908,16,GO:BP,0.15545648381469276,0.43505014195818925,0.048874485355474874,Acute_HR
GOBP_MESENCHYME_DEVELOPMENT,0.3799296201917243,1.3314145786221172,17,GO:BP,0.13180849001744524,0.4376284077377666,0.053431844097507265,Acute_HR
GOBP_METABOLIC_COMPOUND_SALVAGE,0.8832145834220662,-0.8311962993518633,14,GO:BP,0.6927008791658148,-0.28402809779824234,0.020156879009186307,Acute_HR
GOBP_METALLO_SULFUR_CLUSTER_ASSEMBLY,0.5726064775263227,1.1332822757827168,14,GO:BP,0.29387595382508314,0.3966018868409544,0.034322974589950116,Acute_HR
GOBP_METAPHASE_CHROMOSOME_ALIGNMENT,0.8933583412165269,0.814910909716761,18,GO:BP,0.719609756097561,0.26440973382893074,0.018876243022241404,Acute_HR
GOBP_METENCEPHALON_DEVELOPMENT,0.9437757491629462,0.7378938514820392,18,GO:BP,0.8245853658536585,0.2394204256416002,0.01686555438954839,Acute_HR
GOBP_METHYLATION,0.8832145834220662,-0.8540176430558959,30,GO:BP,0.6963087248322147,-0.23858163886398462,0.02046671202383313,Acute_HR
GOBP_MICROTUBULE_BASED_MOVEMENT,0.25966285897922814,1.3760550047829594,45,GO:BP,0.0668439042916825,0.35685856929606974,0.07558611407642371,Acute_HR
GOBP_MICROTUBULE_BASED_TRANSPORT,0.35638997994098914,1.3220929124834446,29,GO:BP,0.11717403790924756,0.3797383227772588,0.056529490238542396,Acute_HR
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,0.4838523676354455,1.1907864775903716,33,GO:BP,0.2166058043436479,0.33111436694385366,0.04049093262664848,Acute_HR
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,0.9783102614332599,0.675314094011356,16,GO:BP,0.89532855204497,0.22665687692274822,0.015573457900311904,Acute_HR
GOBP_MICROTUBULE_POLYMERIZATION,0.09080011986814504,1.6798079653962619,21,GO:BP,0.013589594253543,0.5237007892663241,0.17245031747725653,Acute_HR
GOBP_MIDBRAIN_DEVELOPMENT,0.7318595171708783,0.9852813327853198,25,GO:BP,0.4770748694138131,0.2934219705859523,0.025220448350039667,Acute_HR
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,0.4143022074197822,-1.2913066303645138,12,GO:BP,0.15792707906595657,-0.4635654088737796,0.04993190986140309,Acute_HR
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C,0.6287842965449914,-1.0871471767712053,12,GO:BP,0.34596476853748465,-0.39027432652743255,0.032008543232341556,Acute_HR
GOBP_MITOCHONDRIAL_FISSION,0.8809138710447864,0.8303520091273897,11,GO:BP,0.6843043995243757,0.31317961637606473,0.019867863675000725,Acute_HR
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION,0.45604679672278453,-1.2610908523775706,10,GO:BP,0.1935483870967742,-0.47891318914671493,0.04443811273130948,Acute_HR
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,0.1120018104960274,-1.6597865846093423,15,GO:BP,0.01844640295142447,-0.555333625104508,0.15181288128745332,Acute_HR
GOBP_MITOCHONDRIAL_TRANSLATION,0.12772517296879246,-1.5440102853507405,38,GO:BP,0.023284823284823286,-0.4065442383241129,0.13586292637765363,Acute_HR
GOBP_MITOCHONDRION_LOCALIZATION,0.9928207766485299,0.5273312245173631,11,GO:BP,0.9780023781212842,0.19889081833019517,0.014617553655614311,Acute_HR
GOBP_MITOPHAGY,0.9918104816322313,0.5997674709487785,25,GO:BP,0.9678854710775778,0.1786139119490335,0.014420099525711027,Acute_HR
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.08004574042309891,1.605828764487901,46,GO:BP,0.011435105774728416,0.4143621046699995,0.18647262923999633,Acute_HR
GOBP_MITOTIC_CYTOKINESIS,0.782282435760836,-0.9342020549232694,19,GO:BP,0.5550978372811535,-0.29434437107757655,0.023755513276285566,Acute_HR
GOBP_MITOTIC_CYTOKINETIC_PROCESS,0.5576933686579201,-1.156602292694753,12,GO:BP,0.2752970094223679,-0.4152079778031071,0.03662086039453541,Acute_HR
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT,0.9352495708207419,0.744507278542017,14,GO:BP,0.8082567012326355,0.2605467302774621,0.01719813752872918,Acute_HR
GOBP_MITOTIC_NUCLEAR_DIVISION,0.9918104816322313,0.6288584869452019,38,GO:BP,0.9686055469953775,0.1696594087349537,0.014345312498432334,Acute_HR
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,0.8348761500353856,0.8909216376470658,26,GO:BP,0.6199575371549894,0.2625299960791751,0.02097551441598935,Acute_HR
GOBP_MITOTIC_SPINDLE_ASSEMBLY,0.9799515433216217,-0.6552584066670218,14,GO:BP,0.9088121038642405,-0.22390835829883332,0.016129961976738334,Acute_HR
GOBP_MITOTIC_SPINDLE_ORGANIZATION,0.7435360754670346,0.9738932006189646,28,GO:BP,0.4915974502607688,0.2818338085819386,0.024695362201425368,Acute_HR
GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.6651967820542779,-1.051940781708786,18,GO:BP,0.38179208529833913,-0.3357226468429464,0.030165996717412494,Acute_HR
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,0.051116984815346773,-1.6613594949629902,52,GO:BP,0.0054587444887675834,-0.4079456967631281,0.2853133921438723,Acute_HR
GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM,0.08976730073520832,1.6847127219741405,18,GO:BP,0.013268292682926829,0.5466296218199149,0.1750040159423417,Acute_HR
GOBP_MONOATOMIC_ANION_TRANSPORT,0.8102194129132606,0.9009837149745629,16,GO:BP,0.5873231246365574,0.3023987753333576,0.02188395142234378,Acute_HR
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS,0.33461240066259884,-1.313231851793799,43,GO:BP,0.10262881177707676,-0.33730432168902535,0.063728697179177,Acute_HR
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,0.48714529610609264,-1.1883554818137418,26,GO:BP,0.21945654428541797,-0.34404029050969454,0.04195319987443899,Acute_HR
GOBP_MONONUCLEAR_CELL_MIGRATION,0.07374147433865409,1.7067703192941972,24,GO:BP,0.009862695803519629,0.5136232697751744,0.20249877596914143,Acute_HR
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS,0.2653461217681401,-1.394753753026792,34,GO:BP,0.06943286071726439,-0.37731295392643704,0.07779219192106737,Acute_HR
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS,0.34256332459890587,-1.3448893210353892,22,GO:BP,0.10901944559371121,-0.40794131691027263,0.06119713847704677,Acute_HR
GOBP_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORT,0.9557973507841394,0.7245766314355927,17,GO:BP,0.8476448924210118,0.2381642221668591,0.01636725375264269,Acute_HR
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,0.9437757491629462,-0.728530356174186,12,GO:BP,0.8226136829168373,-0.26153468471041136,0.017612700186914708,Acute_HR
GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM,0.38868340765261117,1.348354273173197,10,GO:BP,0.13936526710033512,0.5203534285599354,0.05232495865480885,Acute_HR
GOBP_MRNA_CATABOLIC_PROCESS,0.10951426100810925,1.5827589343253092,37,GO:BP,0.01758114374034003,0.4297245584780999,0.1509642069874211,Acute_HR
GOBP_MRNA_TRANSPORT,0.21870891474152887,1.5255586686693992,12,GO:BP,0.05234375,0.5581149665092581,0.08702116448082649,Acute_HR
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT,0.3499680539665087,1.3300339108353794,28,GO:BP,0.11261348271199537,0.3848969500922976,0.05800894985654796,Acute_HR
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS,0.9928207766485299,0.5449259027243527,12,GO:BP,0.974609375,0.1993573293476116,0.014457638735454042,Acute_HR
GOBP_MULTICELLULAR_ORGANISM_GROWTH,0.9557973507841394,0.7176268114373454,19,GO:BP,0.8469011074412279,0.22937425391787614,0.01641389670673376,Acute_HR
GOBP_MULTIVESICULAR_BODY_ORGANIZATION,0.4818203937036587,-1.2339563464204684,10,GO:BP,0.21403935889632786,-0.4686085606107642,0.04201988104079432,Acute_HR
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY,0.794372547382483,-0.9089200833155091,10,GO:BP,0.5698924731182796,-0.3451724472978743,0.023086138883826976,Acute_HR
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS,0.9803655723537028,0.6726951533129893,24,GO:BP,0.9143299168439374,0.20243607490749532,0.015236204650122298,Acute_HR
GOBP_MUSCLE_ADAPTATION,0.6657255219750627,1.0396990852685537,30,GO:BP,0.3901413832632786,0.29565342844653386,0.02848513202362274,Acute_HR
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS,0.5726064775263227,1.1258120103378726,17,GO:BP,0.29521225043613103,0.370048011646455,0.03404330597321526,Acute_HR
GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS,0.9947460248391556,0.5077649566682676,14,GO:BP,0.9863040500880454,0.17769671704012502,0.014310925119337061,Acute_HR
GOBP_MUSCLE_CELL_DEVELOPMENT,0.2976776521447508,1.3011506489549602,72,GO:BP,0.08305084745762711,0.3041594225319207,0.06720778371599298,Acute_HR
GOBP_MUSCLE_CELL_DIFFERENTIATION,0.4365927519934849,1.1668274419550684,99,GO:BP,0.1748396831384383,0.2582960689906174,0.04514818898555193,Acute_HR
GOBP_MUSCLE_CELL_MIGRATION,0.30674365321581293,1.4509131200521705,10,GO:BP,0.08633944411590774,0.5599326761393082,0.06744839694813294,Acute_HR
GOBP_MUSCLE_CELL_PROLIFERATION,0.9958029805339617,-0.5182496558555942,26,GO:BP,0.9908732628085459,-0.15003823761975435,0.015087259964083572,Acute_HR
GOBP_MUSCLE_CONTRACTION,0.5952490017989557,1.070785025819211,112,GO:BP,0.3153051643192488,0.2324644453899478,0.03212305617051826,Acute_HR
GOBP_MUSCLE_HYPERTROPHY,0.18092553074347456,1.517424162146785,23,GO:BP,0.039473684210526314,0.4611597267720994,0.10009850312420068,Acute_HR
GOBP_MUSCLE_ORGAN_DEVELOPMENT,0.7168829420592028,1.0055500358276117,88,GO:BP,0.448631421072366,0.22654348506797434,0.025726040944399998,Acute_HR
GOBP_MUSCLE_ORGAN_MORPHOGENESIS,0.8120034966381007,0.8952572425297364,13,GO:BP,0.5920619554695062,0.31874291454593884,0.021739724140001793,Acute_HR
GOBP_MUSCLE_SYSTEM_PROCESS,0.7721105026854649,0.9621882537169126,132,GO:BP,0.5422247023809523,0.2037244869252272,0.022494804499639563,Acute_HR
GOBP_MUSCLE_TISSUE_DEVELOPMENT,0.5669971400537717,1.094918327251907,85,GO:BP,0.28951339117314223,0.24844031892416846,0.033885926031968785,Acute_HR
GOBP_MYELOID_CELL_DIFFERENTIATION,0.4188765281238263,1.2290330813513932,48,GO:BP,0.16242401215805471,0.31380630832984036,0.0471979591200671,Acute_HR
GOBP_MYELOID_CELL_HOMEOSTASIS,0.17002866729689523,1.531269767393936,28,GO:BP,0.036314467838516516,0.44313235808272305,0.10436705304552474,Acute_HR
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,0.08135005592851713,1.71197171585149,19,GO:BP,0.01185156401787449,0.5471956019388862,0.18491588197177058,Acute_HR
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.8832145834220662,0.8318922096332501,17,GO:BP,0.6925760806357821,0.2734382430212064,0.01935153835526496,Acute_HR
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,0.5087467653115577,1.2080171542827391,10,GO:BP,0.23674354425389316,0.466194886979452,0.03905925194396204,Acute_HR
GOBP_MYELOID_LEUKOCYTE_MIGRATION,0.11732145556351495,1.6069015078803397,27,GO:BP,0.019581233036060488,0.4701740489983157,0.14318464218377616,Acute_HR
GOBP_MYOBLAST_DIFFERENTIATION,0.5239838264424973,1.1782846889297454,17,GO:BP,0.24733475479744135,0.3872954829830404,0.03773168112305513,Acute_HR
GOBP_MYOFIBRIL_ASSEMBLY,0.20362903225806447,1.4400721704749653,40,GO:BP,0.04723502304147465,0.38310778052290434,0.09093922792269911,Acute_HR
GOBP_MYOTUBE_CELL_DEVELOPMENT,0.9803655723537028,-0.6450108503768611,16,GO:BP,0.9200908527772043,-0.2128616125125652,0.016094082810150647,Acute_HR
GOBP_MYOTUBE_DIFFERENTIATION,0.716547594137048,-1.0043857758658283,29,GO:BP,0.44695543000627747,-0.28312287753832704,0.027686193665249558,Acute_HR
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,0.11893530534613218,-1.5949375838980533,25,GO:BP,0.020484171322160148,-0.46648997744923004,0.14464557226410138,Acute_HR
GOBP_NADPH_REGENERATION,0.6992398156927325,-1.0189972493977473,13,GO:BP,0.43022534628902215,-0.35726974110650933,0.028147667186875558,Acute_HR
GOBP_NADP_METABOLIC_PROCESS,0.4849401336996272,-1.2082043561544313,18,GO:BP,0.21796186180028707,-0.3855935347581512,0.041842668119133467,Acute_HR
GOBP_NAD_METABOLIC_PROCESS,0.13026812016653683,-1.6262960843105922,13,GO:BP,0.024188546619805663,-0.570194258470841,0.13288187227214338,Acute_HR
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,0.44183408392609114,1.26798523505286,13,GO:BP,0.17967086156824782,0.4514471262806249,0.04512135727562943,Acute_HR
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,0.8824797260128121,0.8342546224947041,15,GO:BP,0.6865118094866289,0.2859646817112712,0.01958979412638302,Acute_HR
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,0.6564228599711562,1.0612908628131223,17,GO:BP,0.36906377204884666,0.3488402770234109,0.029754270354770764,Acute_HR
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,0.7623075043068485,0.9598529168544382,48,GO:BP,0.5264057750759878,0.24507713010175844,0.02330524914226409,Acute_HR
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY,0.9918104816322313,0.5769236868955248,19,GO:BP,0.9685253545754808,0.18440147182372235,0.014472102984611056,Acute_HR
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,0.9803655723537028,-0.6277447763812367,11,GO:BP,0.9303874092009685,-0.23119981049710467,0.015598543552568279,Acute_HR
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,0.9647546223446106,0.6833889039905103,12,GO:BP,0.8671875,0.25001304970862237,0.01614630298440987,Acute_HR
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,0.8693131001477855,0.8483254875461113,11,GO:BP,0.6615140705509315,0.31995858121777576,0.020383931394345228,Acute_HR
GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,0.9803655723537028,-0.64696067552186,15,GO:BP,0.9128919860627178,-0.21646097189186403,0.01610059904946254,Acute_HR
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,0.11873391890692928,1.4769576844893098,75,GO:BP,0.01998491704374057,0.3430188241696171,0.13971521655337235,Acute_HR
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY,0.4660054414416679,1.1988791280653004,39,GO:BP,0.20103487926408586,0.3208897901260283,0.04215406713532638,Acute_HR
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,0.22971083077879328,1.5280407949913926,10,GO:BP,0.055785531243839934,0.5896975909617536,0.08461408643957584,Acute_HR
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,0.26443433925864684,1.457299042196903,17,GO:BP,0.06900562124442722,0.4790059157189168,0.0751440930078969,Acute_HR
