group_id,sample_id,ME
magenta,S21_T3,-0.00955050431251638
pink,S21_T3,-0.025561609963104824
purple,S21_T3,0.09252748209972216
red,S21_T3,0.023519780630046977
turquoise,S21_T3,-0.02536440844950527
yellow,S21_T3,-0.04645637794447249
black,S30_T3,-0.07528273409025074
blue,S30_T3,0.26743297249795506
brown,S30_T3,-0.02842155292490225
green,S30_T3,-0.031142060482507818
greenyellow,S30_T3,-0.08805478875306876
magenta,S30_T3,-0.18847754869528335
pink,S30_T3,-0.31160428082033054
purple,S30_T3,-0.14316741719564663
red,S30_T3,0.1258024575305386
turquoise,S30_T3,0.05812280154888177
yellow,S30_T3,0.027012275770486944
