uniprot_id,module_color,module_num,gene
A0FGR8,grey,0,ESYT2
A1L0T0,black,7,ILVBL
A5D6W6,grey,0,FITM1
A5YM72,grey,0,CARNS1
A6NCE7,yellow,4,MAP1LC3B2
A6NDG6,brown,3,PGP
A6NNS2,grey,0,DHRS7C
A8MU46,grey,0,SMTNL1
A8MXV4,blue,2,NUDT19
E9PAV3,pink,8,NACA
L0R6Q1,blue,2,SLC35A4
O00151,grey,0,PDLIM1
O00159,turquoise,1,MYO1C
O00168,brown,3,FXYD1
O00186,blue,2,STXBP3
O00217,green,5,NDUFS8
O00231,grey,0,PSMD11
O00232,turquoise,1,PSMD12
O00233,purple,10,PSMD9
O00264,blue,2,PGRMC1
O00299,magenta,9,CLIC1
O00303,pink,8,EIF3F
O00330,blue,2,PDHX
O00410,turquoise,1,IPO5
O00423,blue,2,EML1
O00429,turquoise,1,DNM1L
O00442,turquoise,1,RTCA
O00483,green,5,NDUFA4
O00487,black,7,PSMD14
O00499,yellow,4,BIN1
O00505,turquoise,1,KPNA3
O00571,turquoise,1,DDX3X
O00629,blue,2,KPNA4
O00748,grey,0,CES2
O00757,brown,3,FBP2
O00763,red,6,ACACB
O00764,blue,2,PDXK
O14521,grey,0,SDHD
O14556,blue,2,GAPDHS
O14558,yellow,4,HSPB6
O14561,green,5,NDUFAB1
O14618,purple,10,CCS
O14653,turquoise,1,GOSR2
O14732,grey,0,IMPA2
O14737,blue,2,PDCD5
O14744,blue,2,PRMT5
O14818,blue,2,PSMA7
O14841,brown,3,OPLAH
O14874,turquoise,1,BCKDK
O14880,green,5,MGST3
O14949,green,5,UQCRQ
O14950,magenta,9,MYL12B
O14957,turquoise,1,UQCR11
O14958,black,7,CASQ2
O14979,magenta,9,HNRNPDL
O14980,turquoise,1,XPO1
O14983,turquoise,1,ATP2A1
O15061,red,6,SYNM
O15143,blue,2,ARPC1B
O15144,black,7,ARPC2
O15145,turquoise,1,ARPC3
O15173,blue,2,PGRMC2
O15212,brown,3,PFDN6
O15273,red,6,TCAP
O15305,yellow,4,PMM2
O15371,turquoise,1,EIF3D
O15382,blue,2,BCAT2
O15400,yellow,4,STX7
O15498,yellow,4,YKT6
O43169,yellow,4,CYB5B
O43181,green,5,NDUFS4
O43237,blue,2,DYNC1LI2
O43242,grey,0,PSMD3
O43374,red,6,RASA4
O43390,pink,8,HNRNPR
O43396,yellow,4,TXNL1
O43399,blue,2,TPD52L2
O43414,brown,3,ERI3
O43464,green,5,HTRA2
O43488,blue,2,AKR7A2
O43491,greenyellow,11,EPB41L2
O43583,grey,0,DENR
O43598,turquoise,1,DNPH1
O43615,turquoise,1,TIMM44
O43617,blue,2,TRAPPC3
O43633,grey,0,CHMP2A
O43674,green,5,NDUFB5
O43676,green,5,NDUFB3
O43678,green,5,NDUFA2
O43707,red,6,ACTN4
O43708,grey,0,GSTZ1
O43741,blue,2,PRKAB2
O43747,grey,0,AP1G1
O43760,yellow,4,SYNGR2
O43765,brown,3,SGTA
O43768,grey,0,ENSA
