gene,logFC,neg_log10_p,pi_score,adj_pval,direction
ILF3,1.4364,4.1539,1e-6,0.080568,Up
PM20D2,1.6098,3.0902,1.1e-5,0.304834,Up
RRAD,1.8441,2.5237,2.2e-5,0.309866,Up
GPC1,2.0778,2.1855,2.9e-5,0.337691,Up
RO60,2.3901,1.6879,9.2e-5,0.392704,Up
HNRNPUL2,1.5634,2.4958,1.25e-4,0.309866,Up
OSTF1,2.2873,1.6701,1.51e-4,0.399156,Up
MAP1LC3B2,0.9169,4.066,1.87e-4,0.080568,Up
TPRKB,-1.584,2.3247,2.08e-4,0.336378,Down
SYNE2,1.9681,1.7959,2.92e-4,0.375189,Up
ARHGAP1,1.223,2.8155,3.6e-4,0.309866,Up
TPPP3,1.7529,1.7784,7.63e-4,0.377711,Up
PTPN1,1.3908,2.0578,0.001374,0.34489,Up
NUBP2,1.4315,1.9629,0.001549,0.351177,Up
HLA-C,-1.7794,1.5445,0.001785,0.399156,Down
SYNCRIP,0.7352,3.6988,0.001908,0.125128,Up
FERMT3,2.1224,1.2389,0.002347,0.489073,Up
HNRNPA3,1.1341,2.1908,0.003277,0.337691,Up
ARL1,1.4137,1.7406,0.003461,0.377711,Up
RPS20,0.8612,2.789,0.003964,0.309866,Up
MYO18A,0.9735,2.4598,0.00403,0.309866,Up
HNRNPR,0.729,3.2586,0.004214,0.258596,Up
CD81,-1.0614,2.2099,0.004512,0.337691,Down
TMEM167A,1.0549,2.1854,0.004949,0.337691,Up
PHKG1,-0.9283,2.4739,0.005053,0.309866,Down
CHCHD10,-1.1004,2.0759,0.005196,0.34489,Down
FSCN1,1.0734,2.0543,0.006235,0.34489,Up
RPA2,0.911,2.3941,0.006591,0.315456,Up
NCL,0.7401,2.9461,0.0066,0.309866,Up
ARHGDIB,1.4842,1.4523,0.006991,0.427176,Up
PNPT1,-0.8634,2.4054,0.008381,0.315456,Down
APMAP,0.9385,2.1904,0.008794,0.337691,Up
FTL,1.2882,1.5408,0.010354,0.399156,Up
PPP2R5D,1.212,1.5932,0.011726,0.399156,Up
MLEC,-0.7519,2.556,0.01197,0.309866,Down
DHCR24,1.2717,1.5057,0.012169,0.409436,Up
PADI2,0.7164,2.6693,0.012237,0.309866,Up
CACNG1,-0.8666,2.1765,0.012994,0.337691,Down
DNAJB4,0.9209,1.9939,0.014586,0.351177,Up
HMGCL,-0.711,2.5511,0.01535,0.309866,Down
DUSP28,-0.9005,1.9895,0.016159,0.351177,Down
MAP2K6,-0.654,2.7104,0.016885,0.309866,Down
ARPC2,0.9121,1.9003,0.018483,0.363055,Up
POFUT1,-1.3734,1.2514,0.01911,0.489073,Down
ACAD10,-0.947,1.8017,0.019673,0.375189,Down
NLN,1.7212,0.9848,0.020186,0.579848,Up
S100A13,1.0661,1.5897,0.020193,0.399156,Up
RPL7A,0.8728,1.9365,0.020408,0.355995,Up
RPL12,0.8514,1.9774,0.020728,0.351177,Up
RPLP1,0.8944,1.8703,0.021237,0.366803,Up
RPL7,0.7816,2.1251,0.021831,0.338005,Up
PLIN4,-0.6427,2.5793,0.021995,0.309866,Down
ATPAF2,-0.7882,2.0754,0.023131,0.34489,Down
ALPK3,1.0152,1.5959,0.023984,0.399156,Up
H2BC4,1.0406,1.5527,0.024224,0.399156,Up
UBA3,-0.6282,2.5483,0.025072,0.309866,Down
KRT10,-1.1755,1.3595,0.025229,0.4694,Down
RPLP2,0.7071,2.2141,0.027186,0.337691,Up
EPM2A,-0.8592,1.8166,0.027488,0.373018,Down
MAPRE1,0.6472,2.3961,0.028141,0.315456,Up
PDLIM3,0.6604,2.3408,0.028456,0.336378,Up
SMIM4,-0.8862,1.7431,0.028524,0.377711,Down
FXYD1,1.1349,1.3592,0.028676,0.4694,Up
PHKB,-0.7009,2.1928,0.029041,0.337691,Down
FARSA,0.9048,1.6528,0.031958,0.399156,Up
CD63,1.0291,1.4415,0.032855,0.432348,Up
COX19,-0.735,1.996,0.034111,0.351177,Down
FBP2,-0.6426,2.2826,0.03414,0.337469,Down
RCSD1,-0.6208,2.315,0.036545,0.336378,Down
COQ3,-0.6861,2.0674,0.038163,0.34489,Down
MYLK2,-0.7338,1.9151,0.039325,0.356427,Down
LRRC20,-0.6514,2.1403,0.040352,0.338005,Down
CALU,-0.5182,2.6854,0.040596,0.309866,Down
IFITM1,1.3241,1.0456,0.041258,0.555294,Up
ACSS2,-0.8455,1.6246,0.042302,0.399156,Down
RTN3,0.744,1.839,0.042835,0.373018,Up
NAGK,0.7432,1.831,0.043569,0.373018,Up
RPL6,0.7912,1.7128,0.044136,0.385307,Up
BOLA2,0.7939,1.7039,0.044396,0.385307,Up
CSNK2B,0.8548,1.5651,0.045929,0.399156,Up
DCAF8,1.6382,0.8158,0.046086,0.625972,Up
SRSF2,0.7233,1.8328,0.047234,0.373018,Up
ACSF2,-0.6754,1.9585,0.047556,0.351177,Down
GMPPB,-0.8565,1.5352,0.048437,0.399156,Down
ECHDC2,0.8492,1.4913,0.054161,0.417454,NS
RPL15,0.7679,1.644,0.054644,0.399156,NS
EIF3M,0.7215,1.739,0.055623,0.377711,NS
MYL6B,0.9372,1.3364,0.055909,0.4694,NS
XRCC5,0.7229,1.7323,0.055934,0.377711,NS
SMTN,-0.6345,1.9698,0.056255,0.351177,NS
TCAP,0.8109,1.5364,0.056766,0.399156,NS
LCP1,1.0532,1.1745,0.057943,0.495741,NS
BIN3,0.9043,1.3661,0.058171,0.4694,NS
EEF1A2,0.7403,1.6598,0.059058,0.399156,NS
NNMT,1.9552,0.627,0.059433,0.696194,NS
RPL27,0.7787,1.5616,0.060806,0.399156,NS
RBMX,1.1117,1.0927,0.060991,0.524389,NS
MYPN,0.7088,1.7049,0.061873,0.385307,NS
CTSG,2.0425,0.5882,0.062892,0.712062,NS
MYH11,-0.9828,1.2161,0.063792,0.489498,NS
LAMTOR1,0.7579,1.5718,0.064376,0.399156,NS
ECI2,-0.557,2.1276,0.065294,0.338005,NS
DHRS7,0.5547,2.1212,0.066588,0.338005,NS
PPP1R1A,-0.8,1.4665,0.067121,0.421584,NS
CSDE1,0.5815,2.0036,0.068385,0.351177,NS
HSDL2,-0.4565,2.5463,0.068803,0.309866,NS
TIMM50,-0.7216,1.5766,0.072823,0.399156,NS
RPL14,0.7129,1.5933,0.073133,0.399156,NS
AKR1C3,0.8762,1.2948,0.073357,0.486626,NS
BDH1,-0.6983,1.6213,0.073759,0.399156,NS
H6PD,-0.6522,1.7353,0.073845,0.377711,NS
AHCYL2,-0.5864,1.9266,0.074184,0.356427,NS
PLCD4,-0.5324,2.1211,0.074258,0.338005,NS
MTX1,-0.6407,1.7491,0.07575,0.377711,NS
ATG3,-1.0916,1.023,0.076438999999999993,0.561868,NS
CAMK2D,0.4868,2.2932,0.076493,0.337469,NS
COQ8A,-0.4466,2.4856,0.077605,0.309866,NS
SH3BGRL,-0.9643,1.1413,0.079316,0.500982,NS
TST,-0.7017,1.5676,0.079437,0.399156,NS
NPM1,0.6103,1.7888,0.080976,0.376687,NS
HNRNPL,0.8601,1.2667,0.081375,0.489073,NS
ACAD8,-0.6098,1.7464,0.086115,0.377711,NS
CLIC5,-0.5846,1.8172,0.08664,0.373018,NS
PHKA1,-0.563,1.8575,0.089988,0.366803,NS
TFAM,-0.6829,1.5296,0.090255,0.399156,NS
ADD1,1.0812,0.9648,0.090551,0.579848,NS
SYNPO2,0.8618,1.1965,0.093097,0.490066,NS
TUBA8,-0.5347,1.9169,0.094408,0.356427,NS
PBXIP1,0.5187,1.9752,0.094513,0.351177,NS
ETF1,0.5247,1.9402,0.095935,0.355995,NS
GAA,0.755,1.3385,0.0976,0.4694,NS
MYLK,-0.884,1.143,0.097618,0.500982,NS
PFKFB1,-0.6113,1.6442,0.098815,0.399156,NS
SHMT2,-0.7176,1.3964,0.099535,0.453634,NS
MYBPH,0.8737,1.1404,0.100828,0.500982,NS
PPP1R3A,-0.812,1.2255,0.10113,0.489073,NS
SYNC,0.6465,1.5391,0.101169,0.399156,NS
MYH6,0.9578,1.0351,0.102005,0.558212,NS
NUDT19,-1.0281,0.9585,0.103411,0.579848,NS
KRT8,-1.1838,0.8289,0.104421,0.618467,NS
ISCU,0.6713,1.4229,0.110856,0.434647,NS
HNRNPDL,0.6064,1.569,0.11182,0.399156,NS
PEA15,1.0109,0.9277,0.115371,0.581515,NS
ARF5,0.7001,1.3343,0.116398,0.4694,NS
HNRNPA2B1,0.6981,1.3369,0.116604,0.4694,NS
LAMP1,1.0106,0.906,0.121433,0.585897,NS
XRCC6,-0.5737,1.5837,0.123407,0.399156,NS
STIM1,-0.5755,1.5732,0.124324,0.399156,NS
SUCLG2,-0.566,1.5929,0.125411,0.399156,NS
APOO,-0.5817,1.5473,0.125879,0.399156,NS
RPL10A,0.7526,1.1952,0.126032,0.490066,NS
ADSS1,-0.4804,1.8698,0.126422,0.366803,NS
CSRP1,-0.9334,0.9597,0.127124,0.579848,NS
NIBAN1,-0.6087,1.47,0.127427,0.420995,NS
RPL18,0.587,1.5199,0.128189,0.399156,NS
ANKRD2,0.5838,1.5255,0.128677,0.399156,NS
PA2G4,0.4711,1.8815,0.129877,0.366803,NS
JUP,-0.6854,1.2934,0.129885,0.486626,NS
S100A11,0.9218,0.959,0.130624,0.579848,NS
MICOS13,-0.6497,1.3586,0.131038,0.4694,NS
AKAP12,0.8672,1.0123,0.13245,0.566286,NS
SNTA1,-0.4938,1.7689,0.133821,0.377711,NS
MRPS27,-0.8839,0.9855,0.134573,0.579848,NS
RPL11,0.7017,1.2408,0.134696,0.489073,NS
TIMMDC1,0.8962,0.9704,0.135013,0.579848,NS
PSMD7,-0.5944,1.448,0.137829,0.428675,NS
PDK2,-0.6151,1.3988,0.137906,0.453634,NS
PRELP,-0.8255,1.0403,0.138436,0.555294,NS
HINT2,-0.5288,1.61,0.140787,0.399156,NS
BZW2,-0.4848,1.7258,0.145666,0.37924,NS
PDLIM1,0.6466,1.2913,0.146242,0.486626,NS
SRSF3,0.6594,1.2646,0.146598,0.489073,NS
CLYBL,-0.8416,0.9906,0.146654,0.579848,NS
SLC25A6,-0.4594,1.7991,0.149088,0.375189,NS
COPZ1,0.6829,1.2049,0.150369,0.490066,NS
EIF3E,0.4832,1.7007,0.150762,0.385307,NS
NAA50,-0.5541,1.4811,0.151113,0.418697,NS
EEF1A1,0.5103,1.5916,0.154117,0.399156,NS
CORO6,0.8137,0.994,0.155277,0.579848,NS
VCP,0.3982,2.011,0.158172,0.351177,NS
BSG,-0.3808,2.0874,0.160336,0.34489,NS
LMOD3,-0.6095,1.3025,0.160754,0.486626,NS
ARPC1B,-0.6587,1.1979,0.162532,0.490066,NS
SLMAP,0.5045,1.5619,0.162947,0.399156,NS
TIMM10,-0.6151,1.266,0.16647,0.489073,NS
NT5C3A,-0.4177,1.8609,0.166965,0.366803,NS
PSMD9,0.507,1.5295,0.167725,0.399156,NS
ANP32E,1.0702,0.7177,0.170575,0.658138,NS
ABCE1,0.5221,1.4709,0.170593,0.420995,NS
TIMM13,-0.6978,1.0956,0.171988,0.524389,NS
PANK4,-0.4551,1.6774,0.172461,0.398285,NS
PHKA2,-0.6309,1.2099,0.172462,0.490066,NS
LCMT1,-0.5198,1.4538,0.175515,0.427176,NS
MRPL37,-0.607,1.2332,0.178435,0.489073,NS
RPL18A,0.6932,1.0773,0.179164,0.532231,NS
CAP1,0.6258,1.1805,0.182463,0.495741,NS
SSB,0.7912,0.9323,0.182976,0.581515,NS
ALDH16A1,0.9538,0.7721,0.183493,0.644355,NS
RPA3,-0.5945,1.234,0.184691,0.489073,NS
SIRT5,-0.467,1.5615,0.186544,0.399156,NS
RPS13,-0.7898,0.9231,0.186599,0.584686,NS
FUS,0.3901,1.8623,0.187752,0.366803,NS
HCCS,-0.5539,1.3111,0.187851,0.484895,NS
MTRES1,-0.499,1.4275,0.193969,0.434647,NS
SEC24C,0.5736,1.2303,0.196936,0.489073,NS
HNRNPD,0.3874,1.815,0.198071,0.373018,NS
UBE2R2,-0.6184,1.1366,0.198238,0.503625,NS
PXN,0.7505,0.9305,0.200298,0.581515,NS
NUDT16,-0.4886,1.4252,0.201194,0.434647,NS
RPS6KA3,-0.3547,1.9569,0.202301,0.351177,NS
TYMP,0.8751,0.7928,0.20241,0.641387,NS
