gene,logFC,neg_log10_p,pi_score,adj_pval,direction
DHCR24,-1.5375,2.2128,3.96e-4,0.999501,Down
XRCC6,1.0062,3.2849,4.95e-4,0.689067,Up
ADIPOQ,1.1712,2.6635,7.59e-4,0.839025,Up
TPRKB,1.4377,2.1644,7.73e-4,0.999501,Up
ACAD10,0.9846,2.9708,0.001188,0.689067,Up
TNPO3,1.3515,1.9035,0.002675,0.999501,Up
SH3BGRL,1.4321,1.7294,0.003336,0.999501,Up
YARS1,1.1738,1.9877,0.004643,0.999501,Up
FXYD1,-1.3774,1.6806,0.004844,0.999501,Down
ARMT1,0.7998,2.724,0.006627,0.839025,Up
EIF3G,0.911,2.2725,0.008508,0.999501,Up
NDRG2,0.6354,3.1159,0.010474,0.689067,Up
LPCAT3,0.9912,1.981,0.010873,0.999501,Up
CLYBL,1.1698,1.6435,0.01195,0.999501,Up
PRPSAP2,1.1446,1.6103,0.014349,0.999501,Up
TFRC,1.0669,1.7137,0.014844,0.999501,Up
DCTN3,-0.9166,1.9217,0.017317,0.999501,Down
TPD52L1,0.9825,1.727,0.020098,0.999501,Up
MFAP4,1.0262,1.5452,0.025958,0.999501,Up
ASS1,-0.9814,1.6008,0.026851,0.999501,Down
TMCO1,1.1789,1.3116,0.028433,0.999501,Up
SELENOW,-1.1375,1.3409,0.029839,0.999501,Down
NDUFA3,-0.797,1.8568,0.033123,0.999501,Down
CHCHD7,-0.7445,1.9793,0.033602,0.999501,Down
BOLA2,-0.764,1.9081,0.034857,0.999501,Down
ISCU,-0.8447,1.7111,0.035864,0.999501,Down
RTN4IP1,0.9725,1.4676,0.037383,0.999501,Up
GAA,-0.9032,1.5618,0.038853,0.999501,Down
ALDH16A1,-1.4386,0.9679,0.040511,0.999501,Down
AHCYL2,0.6638,2.0717,0.042144,0.999501,Up
PSMD7,0.7497,1.823,0.042988,0.999501,Up
RO60,-1.5452,0.8743,0.044564,0.999501,Down
PITPNA,0.8748,1.5235,0.04647,0.999501,Up
TST,0.772,1.7264,0.046472,0.999501,Up
MAP1LC3B2,-0.6281,2.1024,0.047797,0.999501,Down
CNIH4,0.7464,1.7254,0.051549,0.999501,NS
PRXL2A,0.7276,1.6736,0.06057,0.999501,NS
NDUFB11,-0.674,1.7729,0.063827,0.999501,NS
NDUFAB1,0.6409,1.8527,0.064946,0.999501,NS
RAB8A,-0.8572,1.3695,0.067006,0.999501,NS
AMPD1,-0.7601,1.5318,0.068505,0.999501,NS
CACNG1,0.7059,1.6306,0.070627,0.999501,NS
MRPL22,-0.7224,1.5871,0.071363,0.999501,NS
MAP2K2,0.5781,1.9478,0.074799,0.999501,NS
S100A1,0.9519,1.183,0.0748,0.999501,NS
FSCN1,-0.8414,1.3337,0.075475,0.999501,NS
AMPD3,-0.7257,1.5331,0.077176,0.999501,NS
ROMO1,-0.7734,1.412,0.080899,0.999501,NS
STT3B,0.6387,1.6815,0.084351,0.999501,NS
ECHDC2,-0.7091,1.4742,0.09009,0.999501,NS
TIMMDC1,-0.9806,1.0643,0.090442,0.999501,NS
CORO6,-0.9301,1.1077,0.093272,0.999501,NS
HLA-DRA,-0.8772,1.1737,0.093424,0.999501,NS
RBKS,-1.1159,0.9221,0.093541,0.999501,NS
DARS2,0.7598,1.3412,0.095719,0.999501,NS
TSFM,-0.563,1.8074,0.096038,0.999501,NS
APOL1,1.4731,0.6833,0.098498,0.999501,NS
BTD,0.9217,1.0807,0.100907,0.999501,NS
RPL37A,-0.889,1.119,0.10121,0.999501,NS
CTPS1,-1.2285,0.8081,0.101669,0.999501,NS
CACNB3,0.4878,2.0078,0.104875,0.999501,NS
JPT2,-0.6654,1.4552,0.10757,0.999501,NS
STOML2,-0.529,1.7803,0.114348,0.999501,NS
ACAD9,0.6715,1.4,0.114794,0.999501,NS
RAP2B,-1.2552,0.7478,0.115174,0.999501,NS
UBA3,0.5298,1.771,0.115265,0.999501,NS
CAMK2A,0.6609,1.3969,0.119318,0.999501,NS
ATP5MF,0.6286,1.4679,0.119502,0.999501,NS
ATP2A3,0.565,1.6258,0.120638,0.999501,NS
FITM2,0.6937,1.3134,0.122712,0.999501,NS
MYH4,-1.086,0.8349,0.12396,0.999501,NS
CCDC43,0.73,1.2347,0.125504,0.999501,NS
EIF3L,0.58,1.5471,0.126682,0.999501,NS
TGM2,-0.6194,1.4466,0.127031,0.999501,NS
AIMP1,0.4907,1.8141,0.128799,0.999501,NS
CD59,-0.6709,1.3075,0.132688,0.999501,NS
MYPN,-0.6698,1.2984,0.134981,0.999501,NS
COPB1,-0.6798,1.2715,0.136662,0.999501,NS
ESYT1,0.6991,1.2336,0.137256,0.999501,NS
RBP4,0.9536,0.8977,0.139305,0.999501,NS
CHDH,0.7609,1.1233,0.139735,0.999501,NS
NDUFAF4,-0.698,1.2225,0.14018,0.999501,NS
SSB,-0.9262,0.9194,0.140749,0.999501,NS
ABCF3,0.6405,1.3267,0.141342,0.999501,NS
DDX6,0.6611,1.2571,0.14755,0.999501,NS
NDUFAF5,0.7063,1.1612,0.151316,0.999501,NS
TYMP,-0.9722,0.8391,0.152806,0.999501,NS
POLDIP2,-0.7772,1.0471,0.153547,0.999501,NS
ALPK3,-0.7785,1.0053,0.164978,0.999501,NS
ENDOD1,0.5304,1.4545,0.169258,0.999501,NS
PCYT2,-0.7053,1.0908,0.17007,0.999501,NS
NUBP1,-0.6583,1.1686,0.170104,0.999501,NS
RAB1A,0.6102,1.2569,0.17104,0.999501,NS
INPP1,-0.8586,0.8865,0.173335,0.999501,NS
DNAJB4,-0.6634,1.1332,0.177107,0.999501,NS
ANK3,0.5594,1.3322,0.179782,0.999501,NS
PDCD6,0.5104,1.4205,0.188343,0.999501,NS
EIF4E,-0.4455,1.62,0.189785,0.999501,NS
PGLS,0.507,1.3989,0.195336,0.999501,NS
TSPO,-0.7053,1.0024,0.196337,0.999501,NS
TXN2,-0.5767,1.2192,0.198081,0.999501,NS
MYH6,-0.8443,0.8304,0.199011,0.999501,NS
COMTD1,0.9192,0.7531,0.203112,0.999501,NS
RAB12,0.558,1.2359,0.20432,0.999501,NS
S100A4,0.7381,0.895,0.218472,0.999501,NS
ISYNA1,0.7354,0.8976,0.218718,0.999501,NS
KCTD12,0.6806,0.9674,0.2196,0.999501,NS
JUP,0.6303,1.0444,0.21967,0.999501,NS
ARHGAP1,-0.5951,1.1019,0.220914,0.999501,NS
COX6C,-0.5595,1.166,0.222619,0.999501,NS
GSK3A,-0.705,0.9218,0.223948,0.999501,NS
DCAF8,1.5885,0.4072,0.225485,0.999501,NS
PTPN11,0.5042,1.2727,0.228228,0.999501,NS
LMAN2,0.5818,1.0977,0.229829,0.999501,NS
UCHL1,0.6992,0.9082,0.231745,0.999501,NS
HDHD2,0.5305,1.1946,0.232427,0.999501,NS
COPA,0.9067,0.6973,0.233222,0.999501,NS
CAND1,0.5196,1.213,0.234298,0.999501,NS
THTPA,-0.4569,1.3679,0.237165,0.999501,NS
RPS20,-0.523,1.1853,0.239899,0.999501,NS
PAFAH1B3,0.7013,0.8746,0.243565,0.999501,NS
S100A6,0.8865,0.6894,0.244805,0.999501,NS
COQ10B,0.6773,0.9011,0.245295,0.999501,NS
MRPS16,-0.7116,0.8567,0.245689,0.999501,NS
PDK4,-0.8706,0.6979,0.246828,0.999501,NS
TMLHE,0.497,1.2201,0.247534,0.999501,NS
SPTAN1,0.5924,1.0227,0.247814,0.999501,NS
PPM1B,-0.5596,1.0809,0.248358,0.999501,NS
PSMB3,0.5122,1.1751,0.250114,0.999501,NS
TSNAX,0.8282,0.7207,0.25296,0.999501,NS
RPS28,0.6473,0.9214,0.253273,0.999501,NS
MPC1,-1.1548,0.5148,0.254381,0.999501,NS
PLN,-0.698,0.846,0.256733,0.999501,NS
RDH13,-0.61240000000000006,0.9614,0.257774,0.999501,NS
KRT10,0.8107,0.7247,0.258535,0.999501,NS
RPL32,-0.7814,0.7462,0.261184,0.999501,NS
CES2,-0.5552,1.0483,0.261834,0.999501,NS
SOD2,0.4595,1.2566,0.264615,0.999501,NS
MRPL47,0.4901,1.1746,0.265663,0.999501,NS
NDUFS5,-0.4919,1.1537,0.270673,0.999501,NS
ESYT2,0.5179,1.0846,0.274352,0.999501,NS
CSNK2B,-0.651,0.8627,0.274432,0.999501,NS
FABP3,-0.4228,1.3232,0.27579,0.999501,NS
MYLK,0.7188,0.778,0.275896,0.999501,NS
RAB6A,0.4836,1.1462,0.27903,0.999501,NS
MRPS27,0.6954,0.7954,0.2798,0.999501,NS
FIS1,-0.5585,0.9867,0.28114,0.999501,NS
HIGD1A,0.7023,0.7836,0.28164,0.999501,NS
ME1,0.4534,1.2094,0.282866,0.999501,NS
PAFAH1B2,0.4874,1.1233,0.283484,0.999501,NS
TOMM70,-0.5176,1.0556,0.28421,0.999501,NS
SDR39U1,-0.6837,0.7878,0.289323,0.999501,NS
MDP1,0.5091,1.0444,0.293925,0.999501,NS
DUSP28,0.5545,0.95,0.297335,0.999501,NS
SNCA,0.8208,0.6347,0.30129,0.999501,NS
NMT1,0.5966,0.87,0.302658,0.999501,NS
CDNF,0.5629,0.922,0.302731,0.999501,NS
HNRNPUL2,-0.6629,0.7805,0.30382,0.999501,NS
RPL6,-0.5662,0.9111,0.304852,0.999501,NS
BIN3,-0.6274,0.8122,0.309328,0.999501,NS
SYNCRIP,-0.387,1.3161,0.309497,0.999501,NS
HSPA2,0.4681,1.088,0.309556,0.999501,NS
NANS,0.6885,0.7341,0.312293,0.999501,NS
NUDT16,0.4337,1.1653,0.312348,0.999501,NS
STX7,-0.454,1.113,0.312416,0.999501,NS
ALDOC,0.481,1.0498,0.312666,0.999501,NS
COQ8A,0.3424,1.4705,0.313689,0.999501,NS
PTCD3,-0.7403,0.6786,0.31452599999999997,0.999501,NS
ELOC,-0.4229,1.1877,0.314602,0.999501,NS
GOSR2,-0.8333,0.6012,0.315492,0.999501,NS
SEC23A,-0.5333,0.9377,0.316144,0.999501,NS
MRPL49,-0.5662,0.8812,0.317024,0.999501,NS
CD9,0.9081,0.5493,0.317123,0.999501,NS
HHATL,-0.5509,0.9054,0.317151,0.999501,NS
PDPR,0.5052,0.9871,0.317195,0.999501,NS
RPS15,1.0245,0.4805,0.321896,0.999501,NS
SOD3,0.6435,0.7567,0.325879,0.999501,NS
FAM114A2,0.442,1.1007,0.326181,0.999501,NS
CUL4B,0.6057,0.7994,0.327897,0.999501,NS
BCAM,0.5336,0.9075,0.327929,0.999501,NS
TIMM8A,-0.5105,0.9452,0.32924,0.999501,NS
DYNC1LI2,0.4642,1.0309,0.332252,0.999501,NS
C11orf54,0.4174,1.1388,0.33471,0.999501,NS
CRYM,-0.669,0.7072,0.336416,0.999501,NS
KRT8,0.8596,0.5501,0.336613,0.999501,NS
PSMD10,-0.4461,1.0384,0.344195,0.999501,NS
CACNG6,-0.9792,0.4696,0.346912,0.999501,NS
RPL38,0.5129,0.8898,0.349602,0.999501,NS
RPIA,-0.4818,0.9361,0.354031,0.999501,NS
PTPN1,-0.6167,0.7286,0.355359,0.999501,NS
MLEC,0.4373,1.0213,0.35757,0.999501,NS
PPP3R1,0.39,1.1451,0.3576,0.999501,NS
PABPC4,0.3799,1.174,0.358069,0.999501,NS
AKR1C1,0.5633,0.7915,0.358228,0.999501,NS
RPL14,-0.5168,0.8614,0.358743,0.999501,NS
BZW1,0.5986,0.7434,0.358927,0.999501,NS
PXN,-0.6839,0.65,0.359263,0.999501,NS
USP9X,-0.5894,0.7538,0.359499,0.999501,NS
RAB5C,0.527,0.8411,0.360379,0.999501,NS
EPB41L2,0.5315,0.8304,0.361917,0.999501,NS
ARHGAP19,0.6575,0.6679,0.363823,0.999501,NS
RPS27A,0.5227,0.8306,0.36802,0.999501,NS
CHMP6,0.455,0.954,0.368045,0.999501,NS
KYAT3,0.6623,0.6554,0.368093,0.999501,NS
PFKL,0.4836,0.8944,0.36937,0.999501,NS
TMX3,0.4447,0.9716,0.369793,0.999501,NS
LAMTOR1,-0.5249,0.807,0.377042,0.999501,NS
HADHA,-0.2782,1.5153,0.378849,0.999501,NS
RAP1A,0.5256,0.8016,0.37905,0.999501,NS
MT-ND3,0.5973,0.7052,0.379145,0.999501,NS
CLU,0.5751,0.7307,0.379985,0.999501,NS
LANCL2,0.378,1.0958,0.385278,0.999501,NS
DRG1,-0.7382,0.5577,0.387549,0.999501,NS
OXCT1,0.5843,0.704,0.38779,0.999501,NS
BLMH,0.349,1.1739,0.389321,0.999501,NS
STBD1,-0.3978,1.026,0.390754,0.999501,NS
FLOT2,0.4772,0.8528,0.391813,0.999501,NS
APPL1,-0.4309,0.9429,0.392329,0.999501,NS
UBE2O,-0.7455,0.5428,0.393874,0.999501,NS
ATP2B4,0.4452,0.9065,0.394785,0.999501,NS
PRELP,0.628,0.6413,0.395641,0.999501,NS
ASPH,0.562,0.7082,0.399943,0.999501,NS
